names	celltype
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_211	Haemogenic
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_211	3
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_211	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_211	3
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_229	0
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_229	12
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_229	Mesoderm_heart
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_229	0
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_229	Mesoderm_heart
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_229	3
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_229	Tailbud
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_229	0
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_229	Neural_tube_2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_229	2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_229	9
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_229	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_229	12
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_229	Neural_tube_2
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_229	3
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_229	Mesoderm_heart
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_229	Endoderm
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_229	Tailbud
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_229	Neural_tube_2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_229	0
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_229	Neural_tube_2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_229	Somite_wavefront
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_229	3
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_229	Neural_tube_2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_229	Somite_wavefront
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_324	0
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_324	PGCs
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_324	Mesoderm_heart
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_324	0
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_324	Tailbud
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_324	0
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_324	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_324	NeuralTube_Somites
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_324	Neural_tube_2
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_324	Somite_wavefront
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_324	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_324	NeuralTube1
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_324	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_324	0
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_324	2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_324	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_324	0
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_324	18
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_324	3
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_324	NeuralTube_Somites
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_18	0
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_18	Tailbud
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_18	PGCs
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_18	Mesoderm_heart
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_18	Mesoderm_heart
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_18	Somite_wavefront
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_18	12
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_18	0
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_18	0
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_18	9
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_18	Somite_wavefront
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_18	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_18	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_18	NeuralTube1
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_18	9
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_18	0
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_18	0
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_18	Somite_wavefront
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_18	2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_18	2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_18	Mesoderm_heart
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_18	Neural_tube_2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_18	3
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_18	Endoderm_node
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_144	0
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_144	Tailbud
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_144	3
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_144	3
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_144	0
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_144	Endoderm
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_144	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_144	9
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_144	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_144	PGCs
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_144	9
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_144	NeuralTube1
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_144	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_144	NeuralTube_Somites
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_144	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_144	0
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_144	2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_144	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_144	Neural_tube_2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_144	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_144	12
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_124	Mesoderm_heart
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_124	Mesoderm_heart
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_124	Somite_wavefront
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_124	2
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_124	0
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_124	0
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_124	PGCs
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_124	Endoderm_node
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_124	2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_124	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_124	Neural_tube_2
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_124	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_124	2
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_124	Mesoderm_heart
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_124	Tailbud
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_124	2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_124	3
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_124	2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_124	Mesoderm_heart
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_124	Mesoderm_heart
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_124	9
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_124	9
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_20	12
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_20	10
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_20	2
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_20	Mesoderm_heart
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_20	10
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_20	3
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_20	3
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_20	Tailbud
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_20	2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_20	3
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_20	3
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_20	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_20	Mesoderm_heart
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_20	10
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_20	10
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_20	Neural_tube_2
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_20	0
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_20	2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_20	9
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_20	3
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_20	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_20	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_20	2
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_96	0
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_96	0
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_96	PGCs
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_96	PGCs
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_96	Endoderm_node
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_96	3
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_96	Tailbud
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_96	Mesoderm_heart
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_96	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_96	2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_96	2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_96	2
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_96	9
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_96	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_96	Mesoderm_heart
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_96	0
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_96	0
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_96	PGCs
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_96	2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_96	9
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_96	9
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_96	9
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_96	Somite_wavefront
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_96	PGCs
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_213	0
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_213	Mesoderm_heart
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_213	10
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_213	Tailbud
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_213	10
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_213	NeuralTube_Somites
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_213	0
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_213	0
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_213	0
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_213	3
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_213	3
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_213	9
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_213	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_213	Somite_wavefront
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_213	0
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_213	Neural_tube_2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_213	Somite_wavefront
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_213	2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_213	0
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_213	3
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_213	3
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_213	3
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_292	Tailbud
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_292	Mesoderm_heart
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_292	0
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_292	2
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_292	Endoderm_node
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_292	3
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_292	2
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_292	0
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_292	PGCs
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_292	10
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_292	Neural_tube_2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_292	Neural_tube_2
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_292	Mesoderm_heart
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_292	Somite_wavefront
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_292	9
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_292	12
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_292	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_292	Neural_tube_2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_292	2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_292	12
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_292	10
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_292	10
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_110	Mesoderm_heart
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_110	PGCs
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_110	0
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_110	0
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_110	2
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_110	Somite_wavefront
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_110	Tailbud
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_110	Somite_wavefront
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_110	0
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_110	Neural_tube_2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_110	0
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_110	2
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_110	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_110	3
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_110	0
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_110	Tailbud
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_110	10
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_110	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_110	Somite_wavefront
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_110	Mesoderm_heart
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_110	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_110	Neural_tube_2
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_254	3
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_254	0
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_254	Mesoderm_heart
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_254	12
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_254	3
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_254	Tailbud
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_254	0
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_254	0
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_254	Neural_tube_2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_254	Neural_tube_2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_254	Endoderm_node
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_254	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_254	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_254	NeuralTube_Somites
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_254	Mesoderm_heart
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_254	2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_254	Neural_tube_2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_254	Neural_tube_2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_254	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_254	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_254	3
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_254	Somite_wavefront
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_254	NeuralTube1
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_254	3
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_287	Mesoderm_heart
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_287	Tailbud
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_287	Mesoderm_heart
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_287	0
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_287	3
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_287	Mesoderm_heart
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_287	PGCs
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_287	0
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_287	Tailbud
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_287	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_287	2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_287	9
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_287	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_287	9
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_287	Neural_tube_2
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_287	0
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_287	3
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_287	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_287	2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_287	0
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_287	Neural_tube_2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_287	9
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_287	9
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_219	0
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_219	Tailbud
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_219	0
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_219	Somite_wavefront
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_219	3
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_219	3
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_219	0
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_219	0
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_219	Tailbud
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_219	2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_219	9
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_219	9
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_219	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_219	10
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_219	NeuralTube_Somites
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_219	Tailbud
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_219	9
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_219	NeuralTube_Somites
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_219	Tailbud
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_219	Mesoderm_heart
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_219	Somite_wavefront
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_219	NeuralTube1
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_89	PGCs
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_89	Endoderm_node
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_89	0
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_89	PGCs
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_89	Mesoderm_heart
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_89	Mesoderm_heart
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_89	0
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_89	Mesoderm_heart
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_89	0
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_89	2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_89	2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_89	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_89	12
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_89	9
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_89	Somite_wavefront
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_89	0
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_89	NeuralTube_Somites
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_89	NeuralTube_Somites
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_89	NeuralTube_Somites
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_89	0
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_89	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_89	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_89	9
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_126	0
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_126	Tailbud
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_126	2
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_126	3
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_126	12
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_126	0
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_126	3
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_126	0
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_126	12
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_126	10
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_126	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_126	18
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_126	PGCs
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_126	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_126	9
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_126	Neural_tube_2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_126	Tailbud
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_126	Endoderm_node
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_126	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_126	Endoderm_node
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_165	0
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_165	Tailbud
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_165	0
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_165	0
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_165	Mesoderm_heart
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_165	Tailbud
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_165	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_165	2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_165	2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_165	Mesoderm_heart
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_165	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_165	Neural_tube_2
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_165	NeuralTube1
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_165	Haemogenic
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_165	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_165	2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_165	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_165	0
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_165	NeuralTube1
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_165	3
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_86	Neural_tube_2
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_86	0
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_86	0
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_86	Neural_tube_2
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_86	3
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_86	0
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_86	Tailbud
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_86	0
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_86	Somite_wavefront
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_86	Somite_wavefront
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_86	9
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_86	10
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_86	Neural_tube_2
