names	celltype
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_379	Haemogenic
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_379	3
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_379	10
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_379	0
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_379	0
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_379	3
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_379	3
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_379	Endoderm_node
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_379	NeuralTube1
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_379	Somite_wavefront
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_379	NeuralTube_Somites
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_379	0
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_379	0
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_379	2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_379	Somite_wavefront
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_379	0
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_379	PGCs
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_379	3
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_379	3
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_379	3
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_131	0
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_131	0
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_131	0
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_131	Mesoderm_heart
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_131	Mesoderm_heart
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_131	NeuralTube1
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_131	0
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_131	0
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_131	0
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_131	0
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_131	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_131	PGCs
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_131	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_131	NeuralTube1
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_131	NeuralTube1
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_131	Endoderm
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_131	10
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_131	0
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_131	3
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_131	2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_131	3
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_131	Mesoderm_heart
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_131	Somite_wavefront
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_131	3
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_308	PGCs
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_308	Mesoderm_heart
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_308	0
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_308	0
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_308	2
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_308	9
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_308	Tailbud
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_308	Neural_tube_2
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_308	NeuralTube_Somites
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_308	PGCs
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_308	2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_308	2
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_308	2
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_308	9
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_308	3
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_308	Mesoderm_heart
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_308	12
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_308	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_308	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_308	Somite_wavefront
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_308	9
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_308	3
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_308	3
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_308	Mesoderm_heart
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_308	3
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_77	NeuralTube_Somites
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_77	Mesoderm_heart
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_77	Tailbud
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_77	Endoderm
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_77	Neural_tube_2
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_77	Tailbud
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_77	0
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_77	3
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_77	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_77	Somite_wavefront
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_77	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_77	Somite_wavefront
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_77	NeuralTube_Somites
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_77	0
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_77	Haemogenic
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_77	2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_77	PGCs
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_77	PGCs
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_77	9
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_77	Neural_tube_2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_77	NeuralTube_Somites
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_192	2
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_192	12
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_192	Mesoderm_heart
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_192	3
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_192	Tailbud
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_192	0
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_192	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_192	9
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_192	NeuralTube_Somites
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_192	Neural_tube_2
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_192	Mesoderm_heart
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_192	2
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_192	3
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_192	Endoderm_node
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_192	10
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_192	2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_192	2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_192	NeuralTube_Somites
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_192	Endoderm_node
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_192	9
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_192	3
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_384	NeuralTube_Somites
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_384	Tailbud
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_384	Mesoderm_heart
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_384	Mesoderm_heart
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_384	Mesoderm_heart
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_384	NeuralTube1
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_384	0
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_384	Neural_tube_2
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_384	10
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_384	PGCs
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_384	Neural_tube_2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_384	Somite_wavefront
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_384	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_384	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_384	12
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_384	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_384	0
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_384	9
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_384	Haemogenic
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_384	2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_384	2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_384	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_384	Mesoderm_heart
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_384	Mesoderm_heart
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_227	Tailbud
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_227	PGCs
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_227	0
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_227	Somite_wavefront
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_227	3
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_227	12
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_227	PGCs
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_227	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_227	10
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_227	NeuralTube_Somites
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_227	2
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_227	Endoderm_node
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_227	Neural_tube_2
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_227	NeuralTube1
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_227	Tailbud
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_227	10
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_227	0
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_227	2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_227	12
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_227	Neural_tube_2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_227	3
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_227	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_227	Neural_tube_2
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_60	Tailbud
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_60	PGCs
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_60	0
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_60	PGCs
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_60	3
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_60	10
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_60	12
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_60	PGCs
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_60	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_60	9
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_60	Mesoderm_heart
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_60	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_60	Somite_wavefront
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_60	9
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_60	Endoderm_node
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_60	0
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_60	PGCs
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_60	3
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_60	3
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_60	2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_60	3
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_60	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_60	NeuralTube1
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_60	3
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_358	3
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_358	Haemogenic
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_358	Mesoderm_heart
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_358	9
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_358	Mesoderm_heart
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_358	Haemogenic
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_358	0
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_358	0
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_358	0
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_358	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_358	9
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_358	9
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_358	18
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_358	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_358	Endoderm_node
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_358	0
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_358	Tailbud
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_358	NeuralTube_Somites
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_358	Somite_wavefront
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_358	2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_358	3
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_358	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_358	NeuralTube1
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_295	10
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_295	Haemogenic
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_295	Tailbud
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_295	Tailbud
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_295	9
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_295	3
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_295	Mesoderm_heart
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_295	0
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_295	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_295	PGCs
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_295	10
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_295	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_295	Neural_tube_2
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_295	Somite_wavefront
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_295	2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_295	0
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_295	NeuralTube_Somites
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_295	9
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_295	Neural_tube_2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_295	NeuralTube1
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_295	Somite_wavefront
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_295	NeuralTube_Somites
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_48	0
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_48	Tailbud
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_48	0
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_48	Tailbud
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_48	Somite_wavefront
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_48	3
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_48	10
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_48	0
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_48	Haemogenic
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_48	2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_48	3
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_48	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_48	Mesoderm_heart
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_48	3
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_48	0
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_48	0
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_48	NeuralTube_Somites
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_48	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_48	2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_48	Haemogenic
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_48	Mesoderm_heart
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_48	2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_48	3
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_26	Tailbud
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_26	0
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_26	0
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_26	Neural_tube_2
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_26	12
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_26	0
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_26	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_26	9
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_26	Neural_tube_2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_26	Mesoderm_heart
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_26	Mesoderm_heart
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_26	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_26	3
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_26	Tailbud
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_26	Tailbud
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_26	0
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_26	3
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_26	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_26	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_26	NeuralTube_Somites
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_106	Neural_tube_2
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_106	Mesoderm_heart
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_106	0
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_106	0
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_106	Neural_tube_2
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_106	Haemogenic
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_106	2
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_106	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_106	2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_106	2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_106	2
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_106	Mesoderm_heart
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_106	NeuralTube1
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_106	12
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_106	10
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_106	2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_106	2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_106	2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_106	2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_106	Neural_tube_2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_106	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_106	Mesoderm_heart
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_210	PGCs
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_210	12
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_210	Mesoderm_heart
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_210	Somite_wavefront
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_210	Neural_tube_2
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_210	Tailbud
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_210	0
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_210	3
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_210	2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_210	2
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_210	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_210	3
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_210	Endoderm_node
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_210	Tailbud
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_210	PGCs
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_210	2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_210	2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_210	3
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_210	Somite_wavefront
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_210	3
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_210	3
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_190	10
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_190	0
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_190	PGCs
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_190	Tailbud
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_190	Neural_tube_2
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_190	Endoderm_node
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_190	Somite_wavefront
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_190	0
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_190	0
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_190	10
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_190	Neural_tube_2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_190	9
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_190	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_190	3
PZ-MB-gastd7-TChIC-rep1-H3K27me3-3_190	Neural_tube_2
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_190	0
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_190	0
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_190	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_190	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_190	2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_190	Somite_wavefront
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_190	NeuralTube1
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_190	Neural_tube_2
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_190	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_190	Endoderm_node
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_305	NeuralTube_Somites
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_305	PGCs
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_305	Mesoderm_heart
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_305	Mesoderm_heart
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_305	9
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_305	0
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_305	Mesoderm_heart
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_305	9
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_305	2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_305	Somite_wavefront
PZ-MB-gastd7-TChIC-rep1-H3K27me3-1_305	NeuralTube_Somites
PZ-MB-gastd7-TChIC-rep1-H3K27me3-2_305	Neural_tube_2
PZ-MB-gastd5-TChIC-rep1-H3K4me3-2_305	0
PZ-MB-gastd5-TChIC-rep1-H3K4me3-3_305	10
PZ-MB-gastd6-TChIC-rep1-H3K4me3-1_305	2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-2_305	Neural_tube_2
PZ-MB-gastd6-TChIC-rep1-H3K4me3-3_305	Somite_wavefront
PZ-MB-gastd6-TChIC-rep1-H3K4me3-4_305	Somite_wavefront
PZ-MB-gastd7-TChIC-rep1-H3K4me3-1_305	3
PZ-MB-gastd7-TChIC-rep1-H3K4me3-2_305	3
PZ-MB-gastd7-TChIC-rep1-H3K4me3-3_305	9
PZ-MB-gastd7-TChIC-rep1-H3K4me3-4_305	3
PZ-MB-gastd5-TCHIC-rep1-H3K27ac-1_112	0
PZ-MB-gastd5-TCHIC-rep1-H3K4me1-1_112	0
PZ-MB-gastd5-TCHIC-rep1-H3K4me3-4_112	Tailbud
PZ-MB-gastd5-TCHIC-rep1-H3K27me3-1_112	0
PZ-MB-gastd6-TCHIC-rep1-H3K27me3-1_112	9
PZ-MB-gastd7-TCHIC-rep1-H3K27me3-4_112	10
PZ-MB-gastd5-TChIC-rep1-H3K27me3-2_112	0
PZ-MB-gastd5-TChIC-rep1-H3K27me3-3_112	Mesoderm_heart
PZ-MB-gastd5-TChIC-rep1-H3K27me3-4_112	2
PZ-MB-gastd6-TChIC-rep1-H3K27me3-2_112	12
PZ-MB-gastd6-TChIC-rep1-H3K27me3-3_112	Somite_wavefront
PZ-MB-gastd6-TChIC-rep1-H3K27me3-4_112	Mesoderm_heart
