,QC,enrichment,coverage
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_48,good,84.97109826589593,32.17
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_286,good,85.21739130434783,31.064000000000004
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_203,bad,62.207994462709806,32.526
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_223,good,80.08827856792546,28.44
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_90,good,84.2582710779082,32.122
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_248,good,83.09668695064231,32.108
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_246,good,89.30693069306932,28.842
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_227,good,85.89321028345421,34.738
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_377,good,66.3466967814794,27.954
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_19,good,85.99242833964304,30.138
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_146,good,77.27272727272727,30.534
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_365,good,84.42575406032483,31.67
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_57,good,83.98340248962657,36.832
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_54,good,81.66311300639659,25.39
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_104,good,79.42488844819037,35.528
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_278,good,86.22366288492707,29.836
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_70,good,84.30656934306568,29.452
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_358,good,78.0448717948718,28.166000000000004
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_171,good,98.13664596273291,29.518
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_177,bad,61.00808368996671,33.824
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_168,good,82.4349442379182,33.160000000000004
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_182,good,80.24691358024693,34.278
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_172,good,77.22602739726028,32.896
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_183,good,76.94475760992108,30.34
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_15,bad,56.29388164493481,36.1
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_26,good,65.62499999999999,32.694
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_132,good,85.76732673267327,28.306
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_190,bad,57.02155453951665,30.616
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_189,good,92.62536873156344,31.28
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_210,bad,58.67082035306333,30.986000000000004
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_356,good,78.93954410307235,27.644
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_16,good,82.40223463687151,28.184
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_130,good,79.82155113246398,30.66
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_243,good,83.18002628120894,27.018
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_195,good,76.09739368998628,31.002
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_276,good,95.97701149425288,30.354
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_60,good,82.45341614906833,28.186
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_314,good,80.17898574743121,33.58
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_84,good,93.9524838012959,32.306000000000004
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_295,good,67.55172413793103,29.594
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_305,good,85.31810766721043,30.458
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_112,good,69.47565543071161,32.276
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_192,good,78.81136950904393,31.858
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_111,good,93.88888888888889,31.804
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_315,good,76.2936221419976,31.234
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_330,good,76.58678756476685,28.788000000000004
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_68,good,85.71428571428571,32.622
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_373,good,80.8609958506224,30.674
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_93,good,87.88788788788789,38.568000000000005
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_143,good,78.10011376564276,28.32
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_343,good,83.953488372093,32.501999999999995
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_352,good,92.0212765957447,26.338
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_39,good,73.31887201735357,28.79
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_381,good,89.11834789515487,36.43
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_77,good,86.36363636363636,31.95
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_82,good,74.11971830985917,33.050000000000004
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_308,good,79.03822441430333,33.808
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_371,good,80.63694267515925,28.216
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_36,good,75.05643340857789,29.416
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_367,good,80.174672489083,27.886
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_380,good,82.94573643410853,28.076
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_144,good,98.24561403508773,30.39
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_237,bad,53.29976806019121,37.86
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_89,good,92.54498714652956,31.994
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_337,good,87.90931989924431,36.14
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_3,good,86.75847457627118,32.444
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_201,good,80.62200956937798,30.08
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_292,good,75.85822282810757,30.268
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_159,good,75.43064369900273,34.12
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_323,good,73.160706946157,25.778
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_181,good,72.86274509803921,33.29
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_86,good,87.63157894736841,33.566
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_154,bad,52.15235072406269,29.716
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_152,bad,54.7914317925592,34.434
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_254,good,81.00224382946894,33.35
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_212,good,84.04436860068259,30.566
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_282,good,81.08600583090379,28.084
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_110,good,86.32218844984803,32.714
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_293,good,83.99738732854343,27.696
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_229,good,79.29125138427464,30.324
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_301,good,81.38424821002388,31.02
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_109,good,80.9556786703601,27.972
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_95,good,81.31089459698848,30.884
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_274,good,86.67239896818572,30.508000000000003
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_324,good,85.79161028416779,32.278
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_211,bad,57.812110640418645,34.398
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_35,good,86.54519971969167,32.644
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_202,good,86.18988902589395,34.42
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_354,good,85.09803921568628,30.944
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_62,good,88.05970149253731,32.736
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_161,good,67.82201405152225,32.454
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_28,good,87.24890829694323,34.976
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_304,good,90.12875536480686,31.302000000000003
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_234,good,81.72523961661342,30.202
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_102,bad,51.40186915887852,34.052
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_306,good,69.27966101694915,27.782
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_99,good,72.37687366167023,35.931999999999995
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_20,good,79.65791878835357,32.846
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_61,good,81.56911581569116,31.748
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_98,good,87.56756756756758,35.75
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_216,good,88.57142857142857,33.636
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_291,good,86.5227347072293,34.802
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_297,good,75.93146586891486,30.35
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_67,good,80.19195425770882,27.684
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_328,good,83.10046573519627,29.698
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_281,good,91.87986651835372,36.116
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_208,good,83.19502074688795,34.504000000000005
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_289,bad,35.72224699063754,28.248
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_136,good,86.07888631090489,27.782
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_344,good,75.65154440154438,31.854
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_165,good,79.98133457769482,30.082
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_137,good,87.05132505870512,34.468
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_188,bad,59.91452991452992,27.908
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_261,good,87.78960551033185,32.422000000000004
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_272,good,86.42021878536401,25.7
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_92,good,77.00368167657888,33.742
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_105,bad,61.74114671163575,33.554
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_158,good,84.2358604091456,31.342
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_257,good,82.439446366782,31.086
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_213,good,92.25352112676056,36.54
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_277,good,81.74219093708754,28.096
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_251,good,87.29281767955801,33.652
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_339,good,83.78263818243474,30.998
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_21,good,71.90635451505017,27.98
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_221,good,85.81661891117479,29.252
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_126,good,77.84810126582279,33.866
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_113,good,72.27781047675101,34.326
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_307,good,77.33887733887734,31.07
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_160,good,86.36009353078722,31.862
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_219,good,83.30388692579504,29.892000000000003
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_51,good,85.38612664349404,29.512
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_238,good,87.0144927536232,33.48
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_59,good,80.7094459944201,32.34
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_355,good,82.08955223880595,27.874
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_209,good,78.50348763474952,32.504
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_96,good,85.57284299858559,36.506
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_296,good,82.72318561335902,30.832
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_285,good,81.496062992126,30.318
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_331,good,68.40277777777779,33.373999999999995
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_13,good,81.80559401827749,30.356
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_31,bad,50.0,34.648
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_124,good,78.55464159811986,28.4
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_332,good,67.58928571428572,28.438
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_327,good,82.82674772036472,31.778
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_290,good,87.11036225779274,31.786
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_85,good,86.05324074074075,29.92
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_9,good,80.29435813573181,27.948
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_224,good,76.41975308641975,33.274
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_260,good,80.25335320417288,26.558
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_8,bad,52.45544554455446,34.126
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_264,bad,48.37843989984305,34.784
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_334,good,81.22605363984673,30.676
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_10,good,89.52959028831563,37.452000000000005
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_107,good,81.40939597315436,29.768
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_326,good,82.72764393630052,31.576
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_4,good,82.06811653672548,32.122
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_230,good,79.37219730941703,31.02
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_250,good,81.85270805812415,25.66
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_45,good,85.14120667522464,35.452
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_214,good,74.1533955701995,31.138
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_232,good,75.93235039028622,30.394
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_80,good,81.59090909090908,28.266
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_174,good,80.68181818181819,33.556000000000004
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_63,good,74.64008859357695,27.128000000000004
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_319,good,82.04602415128733,31.912000000000003
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_191,good,86.52512998266899,33.376
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_267,good,96.398891966759,33.954
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_81,good,83.25123152709358,31.416
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_79,good,89.15510718789407,32.148
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_170,bad,55.33498759305211,29.344
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_259,good,85.83050847457626,32.246
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_187,good,85.90604026845638,33.492
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_220,good,100.0,34.111999999999995
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_342,good,84.1709621993127,30.64
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_222,good,84.310618066561,35.928
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_198,good,88.41405508072174,28.218
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_123,good,78.33333333333336,28.406
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_231,good,78.10047095761382,31.57
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_242,good,68.23184152604547,32.086
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_275,good,84.89326765188832,35.226
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_30,good,88.8467374810319,33.6
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_176,good,77.9781680113906,34.836
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_7,good,87.70358306188926,26.258
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_122,bad,41.04370327774584,34.534
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_164,good,89.71631205673759,33.224
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_249,good,79.19869174161896,30.726
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_313,good,73.91786903440621,29.776000000000003
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_311,good,82.17115689381933,33.412
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_255,good,82.53570533700827,32.43
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_369,good,86.08089260808929,36.656
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_247,good,80.65395095367849,27.098
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_14,good,87.42714404662782,32.924
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_163,good,90.12345679012346,32.324000000000005
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_317,good,79.9625468164794,31.022
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_53,good,80.87836170737725,28.674
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_140,good,72.88198298187199,33.966
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_116,good,98.4,35.702
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_376,good,84.96105452366687,28.132
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_366,good,87.20228644013972,29.19
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_114,good,86.66666666666669,34.826
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_359,good,80.89033659066233,31.75
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_55,good,86.98955365622032,33.828
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_253,good,94.93333333333332,31.748
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_115,bad,41.726618705035975,30.796
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_233,good,78.50467289719626,30.644
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_88,good,83.45679012345678,29.758000000000003
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_236,good,83.69330453563715,31.354
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_294,good,82.2072072072072,28.156
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_329,good,72.11267605633805,31.82
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_270,good,81.55526992287918,29.362
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_185,good,79.07431551499349,26.802
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_32,good,76.03815937149272,29.238
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_162,good,81.50470219435736,27.450000000000003
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_273,good,77.89901583226359,28.064
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_280,good,88.33652007648183,29.5
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_155,good,79.82551799345693,30.01
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_178,good,82.8960645812311,31.394
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_244,bad,46.5784787585856,32.038
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-5_139,bad,59.36611133685494,28.452
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_374,good,85.09615384615384,35.646
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_383,good,91.71122994652406,26.956000000000003
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_166,good,85.96091205211728,26.27
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_241,good,86.94096601073343,28.942
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_370,good,95.15151515151516,31.704
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_349,good,65.80281690140846,34.776
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_58,good,79.65077233042308,27.698
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_34,good,79.22520221370796,31.372
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_310,good,78.24933687002653,31.552000000000003
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_382,good,78.95959126799815,31.238
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_71,good,75.81018518518518,27.072000000000003
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_318,good,79.24297924297923,32.09
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_206,good,67.81063275624328,30.496
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_303,good,72.94419970631424,31.328
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_94,good,75.28373266078184,35.276
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_64,good,79.76549413735343,31.879999999999995
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_76,bad,60.70826306913995,32.629999999999995
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_150,good,71.77267595031992,32.434000000000005
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_120,good,79.06081601231718,32.294
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_372,good,75.40636042402828,31.964
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_151,good,84.3312101910828,31.068
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_288,good,73.38282078472956,28.424
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_204,good,86.2210796915167,34.894
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_240,good,78.0246913580247,29.382
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_33,good,79.60081190798375,29.778
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_141,bad,54.41696113074204,33.81
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_196,good,90.20556227327693,30.032
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_29,good,81.14363512593602,31.32
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_284,good,89.41311852704257,30.586
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_320,good,85.95588235294117,29.916
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_44,bad,59.89628349178911,30.05
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_302,bad,62.62353998203054,28.876
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_312,good,81.16591928251123,31.744
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_56,good,72.00000000000001,30.188
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_335,good,81.2240663900415,32.68
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_135,good,67.30290456431536,32.406
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_271,good,80.05523166615528,34.108
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_200,good,92.22689075630252,29.876
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_361,good,86.45262333594363,31.634
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_101,good,80.62407132243685,27.378000000000004
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_269,good,79.28134556574923,31.586
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_134,good,69.87818383167222,25.508
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_156,good,88.10748999428245,34.494
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_347,good,79.06622684597818,31.232
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_74,good,83.7975676735975,29.272
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_266,good,68.54694040263107,35.008
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_362,good,77.63505855685682,31.164
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_298,good,80.46296296296298,26.708
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_184,good,75.66718995290422,24.89
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_119,good,81.08441158348737,30.446
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_6,good,77.64106915570642,36.226
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_148,good,80.6287170773152,33.472
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_78,bad,56.77696765750606,29.71
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_263,good,71.73562600752282,28.534
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_173,bad,64.88673139158576,28.956
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_205,good,80.16917293233082,31.102
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_147,good,83.66863905325442,31.222
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_5,good,77.82777664143995,32.714
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_375,good,88.7991927346115,32.548
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_350,good,84.29458740017745,34.27
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_197,good,85.34482758620689,29.076
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_279,good,75.1139240506329,35.236000000000004
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_348,bad,46.70964873277012,33.388
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_351,good,84.18478260869566,34.034
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_149,good,77.45330176269404,27.51
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_265,good,84.93044822256567,32.16
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_235,good,87.66564729867481,30.922
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_360,good,78.99761336515513,26.196
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_66,good,82.41379310344827,33.762
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_87,good,80.84358523725832,28.398
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_180,good,83.19438350153574,34.63
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_299,good,80.30570252792475,32.914
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_47,good,88.24242424242424,29.806
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_345,good,81.39922265408109,29.32
PZ-MB-TChIC-Gastd6-rep2-H3K4me3-6_346,good,84.58015267175573,29.184
