,QC,enrichment,coverage
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_101,good,86.68106551475883,38.754
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_200,good,82.64586450096174,41.074
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_318,bad,61.687256176853055,36.802
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_341,good,75.54141360369734,42.264
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_345,good,89.22413793103449,40.588
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_240,good,85.90695856137607,37.144
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_29,good,82.12983223924142,41.324
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_166,good,66.80280046674446,53.674
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_375,good,84.25196850393701,41.182
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_66,good,83.22910019144864,49.732
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_351,bad,52.14913910566084,38.222
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_225,good,78.85008842806116,40.786
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_279,good,77.14260948707391,41.73
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_370,good,82.78999241849887,42.648
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_374,good,82.87976249381495,43.432
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_184,good,90.5457552370452,47.968
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_288,good,85.96308425126524,47.378
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_33,good,89.55223880597012,38.012
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_295,good,84.80891719745225,41.372
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_131,good,75.07552757409161,41.436
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_69,good,89.080106535546,39.982
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_39,good,79.94843015319276,43.964
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_189,good,85.842175066313,41.16
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_168,good,81.18286600287684,40.91
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_103,good,86.90068493150685,38.15
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_336,good,85.17985611510792,41.864
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_19,good,84.92814581142657,42.142
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_183,good,71.77162975223983,38.55
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_246,good,84.23780487804878,42.034
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_48,good,85.14707851627014,43.476
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_227,good,86.44742354419773,41.854
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_321,good,76.65686446629213,54.028
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_338,good,92.24531170805878,38.936
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_379,good,76.43964032906064,38.626
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_373,good,82.69419862340217,40.858
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_16,good,86.22420524261013,39.372
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_36,good,83.37837837837839,37.04
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_60,good,82.25,37.858
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_179,good,79.28414500183084,52.086
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_15,good,87.07304256437206,41.288
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_26,good,87.02290076335878,42.054
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_363,good,77.0786930332552,41.086
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_343,good,80.84355382793827,39.68
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_111,good,85.5566700100301,40.724
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_245,good,84.41869756292449,39.168
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_112,good,86.73621460506706,39.708
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_316,good,83.30308529945553,42.936
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_84,good,83.29425556858148,42.026
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_276,good,81.43752060666009,42.194
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_210,good,79.3171697179614,40.8
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_330,good,83.54978354978354,38.488
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_364,good,81.65467625899281,39.102
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_50,good,88.47297967278135,41.204
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_314,bad,52.78196968702841,43.206
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_384,good,88.21665226159608,39.338
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_104,good,87.30715287517532,40.55
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_203,good,80.3061946902655,40.374
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_239,good,87.14455647445338,58.142
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_90,good,84.61035456281657,52.10399999999999
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_138,good,73.74074074074073,37.894
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_378,good,83.27471668620555,43.112
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_315,good,87.63487268018989,40.052
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_305,good,83.92632900795314,37.506
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_17,good,86.8384721583065,39.578
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_371,good,85.22796352583588,39.37
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_325,good,86.61087866108787,39.036
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_356,good,86.44212685929217,39.246
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_172,good,87.03427719821161,41.682
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_106,good,82.56496227996648,40.18
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_82,good,86.15995462280205,39.514
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_218,good,81.25410613913424,39.844
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_133,good,91.27868852459017,43.022
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_243,good,87.22777140985755,41.09
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_194,good,78.69162504243248,40.548
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_278,good,81.96622811561171,40.858
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_252,good,76.70276617954072,39.618
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_182,good,83.98661567877629,40.578
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_357,good,88.99721448467967,40.708
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_65,good,84.46562563374569,40.258
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_286,good,85.82451499118166,41.886
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_130,good,74.8675246025738,39.254
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_167,good,88.77374784110536,39.0
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_190,good,84.40366972477065,39.21
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_68,good,92.20588235294116,49.558
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_195,good,81.240947801402,41.58
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_143,good,85.01650165016503,39.298
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_340,good,93.3028919330289,48.318
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_309,good,79.63412659867251,42.93
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_217,good,86.48184494602553,40.778
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_142,good,81.3939813213421,42.622
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_381,good,76.36315157978936,38.7
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_57,good,74.92908214813089,51.470000000000006
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_352,good,93.19034852546918,48.264
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_358,good,82.26539282366319,58.422
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_223,good,86.29283489096574,37.668
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_248,good,85.23622047244096,40.11
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_146,good,80.86265180918993,41.620000000000005
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_365,good,89.67684021543985,40.154
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_108,bad,59.24779445906208,41.078
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_308,good,72.98556825015034,39.772
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_54,good,84.850863422292,37.066
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_177,bad,51.78154910319313,39.638
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_70,good,86.04006163328197,39.266
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_354,good,72.18967411204687,42.03
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_237,good,82.62237762237764,39.036
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_158,good,82.21988427143607,44.052
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_157,good,87.34382230448867,40.626
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_353,good,80.80255357957135,40.824
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_293,good,82.01298701298701,39.068000000000005
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_208,good,66.65075998586072,43.74
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_301,good,83.91192223765127,41.93
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_113,good,88.16397228637415,41.346
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_35,good,84.55030347618171,41.07
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_257,good,79.7717421809224,42.762
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_209,good,86.1305551033697,41.684
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_287,good,88.97028897028898,41.504000000000005
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_42,good,83.23631508678237,41.3
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_234,good,83.01357042583062,41.194
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_160,good,71.97509862825294,41.632000000000005
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_43,good,84.49612403100775,38.742
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_337,good,86.26105795269905,41.406
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_165,good,88.46384938914481,41.558
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_152,good,69.79405034324941,40.398
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_159,good,84.0304966000412,37.782
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_332,good,86.59973810563072,39.134
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_181,good,90.40511727078892,39.416
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_238,good,81.60008539481763,41.116
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_221,good,70.60100680167544,40.348
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_211,good,86.96978098142499,39.352
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_297,good,82.81370780726618,55.618
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_292,good,87.06070287539937,41.43
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_339,good,83.9918946301925,39.948
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_285,good,87.11992445703494,39.62
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_95,good,90.26284348864992,37.18
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_51,good,81.30983496378167,43.346
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_137,good,88.14467515070328,38.96
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_62,good,81.8046357615894,43.606
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_304,good,85.94847775175646,40.648
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_202,good,84.92637215528782,41.662
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_154,good,81.53810718937638,53.732
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_289,good,86.328125,38.048
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_251,good,85.32570510890295,40.75
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_127,good,70.89465850835126,37.868
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_213,good,83.1505483549352,39.862
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_99,good,84.60575719649562,37.058
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_277,good,77.38349722103463,37.768
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_274,good,74.14670738895141,39.954
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_110,good,70.35692679975801,42.18
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_219,good,88.45893883068604,44.702
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_282,good,87.21399730820998,41.458
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_13,good,86.53555219364598,40.612
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_344,good,79.14068254357967,47.13
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_212,good,84.0,40.344
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_328,good,87.14555765595462,38.134
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_216,good,86.33999674955307,49.556
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_281,good,83.96672881112863,40.2
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_201,good,82.28098578881095,38.366
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_324,good,80.66080630494088,39.578
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_323,good,82.23194230996572,39.89
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_109,good,85.55231616456105,38.878
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_124,good,84.75851148060175,38.496
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_306,good,81.59580289034086,55.584
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_96,good,89.46199407699902,50.586
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_307,good,82.42433892243439,58.338
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_261,good,87.31343283582089,42.79
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_67,good,89.93258426966293,40.094
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_61,good,92.24211423699916,39.782
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_102,good,82.02137998056365,40.124
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_331,good,84.46894731882009,43.716
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_27,good,85.55240793201135,38.968
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_296,good,75.33465542885475,41.492
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_188,good,87.14090287277702,39.844
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_98,good,86.61016949152544,37.77
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_272,good,88.68501529051987,39.682
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_38,good,86.16655196145906,40.232
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_291,good,85.86072643043715,52.612
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_31,good,79.73094302409443,50.306
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_59,good,72.24507469149167,39.6
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_105,good,82.16490096729619,41.23
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_355,good,83.5081201475243,52.882
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_3,good,81.46067415730337,39.21
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_129,bad,46.49792337943961,40.23
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_229,good,80.79091763421957,53.68000000000001
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_161,good,86.913961875322,41.522
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_40,good,74.47532614861032,40.194
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_254,good,84.1317365269461,37.9
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_367,good,78.94509295287506,40.146
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_28,good,67.53839091353345,50.776
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_86,good,78.54406130268201,41.876000000000005
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_18,good,82.01119475004826,39.932
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_178,good,77.4411559077138,40.644000000000005
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_311,good,74.76901539897341,49.804
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_250,good,82.04522443469456,40.566
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_176,good,84.25814234016885,39.396
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_214,good,75.42122849424143,40.484
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_317,good,79.9827460706872,42.6
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_270,good,80.5980013747158,41.686
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_342,good,68.3139534883721,41.108
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_290,good,85.90526009880848,41.474
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_122,good,80.5965195125421,41.1
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_174,good,83.95973154362416,40.708
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_326,good,87.69657724329325,42.244
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_55,good,85.56955769705955,39.546
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_123,good,72.25971183658581,37.868
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_140,good,84.52593917710198,39.158
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_164,good,91.50237933378656,38.5
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_22,good,89.08122503328896,39.314
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_63,good,84.92925304376439,37.878
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_334,good,82.13638012332245,39.754
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_222,good,85.17298187808898,37.768
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_327,bad,53.45422638198304,44.306
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_4,good,80.70681931309109,41.322
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_236,good,83.32415357200713,43.438
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_244,good,83.148441627047,38.87
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_319,good,85.81306017925735,41.702
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_260,good,85.32024310425432,39.986
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_224,good,76.43173852455557,42.164
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_32,bad,61.162126272584594,47.734
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_107,good,89.69752103707071,42.996
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_242,good,78.50902085548248,54.592
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_85,good,84.21052631578947,40.534
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_139,good,70.06174468309673,38.336
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_163,good,88.65771812080536,39.578
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_259,good,88.51146092239712,38.2
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_376,good,81.22822299651567,37.672
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_232,good,85.49899133736797,41.268
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_185,good,81.19711434150574,46.996
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_10,good,80.53482266948063,44.192
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_230,good,80.08705114254624,40.114
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_199,good,79.76075390797116,52.398
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_8,good,85.37348455220962,40.84
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_247,good,88.88645330995176,45.1
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_359,good,83.31797235023042,37.496
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_52,good,86.4308913749549,40.774
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_231,good,81.98721673445671,37.982
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_369,good,81.95911620030641,42.802
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_249,good,84.84314712296595,53.39
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_280,good,80.76285240464345,39.6
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_191,good,83.31623530791101,41.45
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_14,good,77.69171185127807,38.848
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_187,good,86.3049095607235,37.538
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_267,good,83.96615317856367,41.024
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_114,good,84.99854354791728,41.214
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_115,good,88.98588561638248,41.822
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_81,good,77.32059418369484,42.43
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_253,good,88.68552412645592,40.498
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_175,bad,53.97713366665501,44.792
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_30,good,77.24338790931989,39.254
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_117,bad,63.927879568402936,40.138
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_273,good,79.08195346887445,41.72
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_100,good,84.77389811104753,37.7
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_256,good,80.58831596269884,40.03
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_9,good,81.78518043988895,40.504
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_53,good,87.95454545454547,43.238
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_80,good,85.53462698457861,42.216
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_275,good,85.05510928451334,39.832
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_366,good,86.10634648370495,39.734
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-1_233,good,81.9462227912932,41.256
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_241,good,85.36866359447005,53.43599999999999
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_41,good,83.85699952473993,43.582
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_78,good,78.76899696048632,41.44
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_101,good,93.63203536813468,47.75
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_206,good,87.31245923026746,40.06
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_370,good,84.50064850843061,40.854
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_37,good,84.46035488701101,42.884
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_173,good,80.34793449311496,41.954
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_350,good,80.5964543269231,42.012
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_207,good,80.38155333435402,52.052
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_180,good,82.89930555555554,38.146
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_94,good,79.77113325950535,39.208
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_128,good,83.65423184917769,39.5
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_341,good,81.30204390613171,41.354
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_150,good,83.16173316173315,39.956
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_34,good,74.76871320437341,41.638
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_91,good,77.70228536133416,39.424
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_375,good,84.55656122113693,55.686
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_205,good,78.69922964353758,52.266
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_372,good,90.38011695906432,41.606
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_312,good,81.96131354026089,40.618
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_196,good,87.19467061435972,41.188
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_156,good,84.27069044352994,41.072
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_134,good,84.81724461105905,39.66
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_345,bad,58.84318469869799,39.732
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_284,good,76.28194134796775,41.548
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_262,good,84.27230046948357,39.784000000000006
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_299,good,85.47312305641935,43.46
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_240,good,80.0460475825019,39.686
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_351,good,80.42414355628055,42.104
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_141,good,79.74304068522484,37.212
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_47,good,89.38740293356344,40.510000000000005
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_74,good,82.84504059301095,38.262
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_333,good,86.30054717736554,43.24
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_348,good,83.45717637856862,38.172
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_119,good,74.15275543041031,41.912
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_349,good,83.91464915880181,40.194
PZ-MB-TChIC-Gastd7-rep2-H3K27me3-2_300,good,84.03019744483157,40.732
