,QC,enrichment,coverage
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_34,good,74.66483001033119,48.98
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_206,good,78.5256959926828,46.264
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_368,good,71.86894737915146,46.204
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_284,good,77.47319917246568,40.456
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_41,good,77.19187009052804,41.278
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_266,bad,58.56944719635428,41.55
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_335,good,72.5831202046036,39.396
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_348,bad,49.23418683502865,41.572
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_374,good,66.78093449166471,48.814
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_298,good,84.3324250681199,38.686
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_147,good,79.13839614158424,43.524
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_135,good,81.88163037409271,40.218
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_299,good,76.24383284788681,39.068000000000005
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_12,good,88.2316697473814,39.09
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_269,good,83.27284724513363,39.376
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_134,good,78.80295141413846,52.900000000000006
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_288,bad,63.45805655335426,39.054
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_71,good,70.22727272727273,42.548
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_58,bad,60.436448442445446,40.228
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_303,bad,62.36805874254245,35.282000000000004
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_47,good,84.22159887798037,46.224
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_2,good,78.03204310222601,40.144000000000005
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_33,good,70.59708790266762,48.642
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_101,good,83.4862385321101,44.804
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_23,bad,49.69990229377007,42.954
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_318,good,71.89763126131564,41.114
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_151,good,72.92067505909516,42.046
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_349,bad,53.93672073073317,43.704
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_119,bad,63.0585753691384,35.97
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_149,good,83.132995787114,42.266
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_320,bad,58.28554180501057,41.022
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_271,bad,64.37341889307089,47.816
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_240,good,81.64529355317107,54.94799999999999
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_351,good,85.58151885289433,43.458000000000006
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_128,bad,56.973058637084,40.896
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_46,good,80.64426290382471,36.046
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_333,good,71.61771390438977,40.108
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_382,bad,59.453418111449,39.216
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_37,good,73.7678068103908,40.684
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_120,good,76.61683089817647,37.238
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_226,bad,55.525424899820365,41.53
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_262,bad,61.62107547805261,46.008
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_24,good,68.6459887687804,43.78
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_94,good,79.82711817761043,60.238
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_204,good,86.38191917257231,39.814
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_156,good,80.19175988327657,40.544
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_279,good,73.69380315917374,51.528
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_15,good,73.79874213836479,39.6
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_54,good,68.873014666768,44.39
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_203,good,84.2397336293008,40.866
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_352,good,74.0960138220412,39.184000000000005
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_278,good,78.83753236092694,39.054
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_16,good,73.50244320283448,40.594
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_223,good,78.82229673093042,47.796
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_82,good,75.82089552238807,40.488
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_381,good,90.3606557377049,39.678
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_239,bad,57.26105273843967,42.048
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_283,good,67.21918338029725,38.236
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_252,good,87.55647347360267,44.432
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_217,good,76.88754716981133,40.974
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_373,good,78.43611132766819,40.762
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_132,good,73.8382687927107,38.344
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_357,good,78.05649717514125,46.716
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_26,good,78.49581111957349,39.312000000000005
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_246,bad,52.19648178410075,41.908
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_215,good,83.33052418675206,41.118
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_378,good,85.70589387115723,38.666
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_343,bad,62.06475554574551,40.764
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_190,bad,59.5359329680954,50.388
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_60,bad,58.03084202528148,40.682
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_57,good,84.08993115318417,51.702000000000005
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_131,good,71.01024890190337,39.792
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_276,good,71.14009255363905,49.634
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_142,good,87.40675180174485,40.09
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_143,good,81.03225343006967,44.604
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_50,good,68.64089775561096,39.542
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_371,good,83.7920489296636,46.294
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_133,good,88.28064012490242,48.704
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_17,good,73.27634813595255,39.694
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_108,bad,54.7104157537954,44.302
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_194,good,77.70758122743682,55.85
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_243,good,87.72603978300182,39.064
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_36,good,70.5457609541094,39.91
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_189,bad,60.06844259545059,40.784
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_336,good,82.85946385052803,38.854
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_321,good,83.3718244803695,40.564
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_358,good,71.33695568990586,54.94
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_118,good,69.57953908030886,41.08
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_227,good,79.49002217294901,46.066
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_330,good,86.26100267891313,40.054
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_315,good,66.63740122914837,41.218
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_365,good,68.78944348823866,40.22
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_77,bad,64.83065343824836,40.652
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_248,bad,64.6536288049957,52.256
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_192,good,76.62524115034323,44.044
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_48,bad,63.62927991932895,41.624
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_104,good,73.10496785771075,39.8
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_177,good,75.69418119787717,41.108
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_314,good,82.02952029520296,42.294
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_363,good,69.38309215536937,45.462
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_179,good,79.58873700198622,38.6
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_286,bad,64.72982514432861,41.138000000000005
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_39,good,84.62070327933623,40.412
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_379,bad,53.76160824520909,42.96
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_171,good,81.0779371849554,35.666
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_210,good,73.84010986145636,42.532
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_316,bad,62.34113712374582,41.838
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_305,good,74.31533393618393,41.408
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_309,bad,58.88123700623702,44.524
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_356,good,81.16877619269357,51.834
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_384,bad,63.09452863386118,39.578
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_19,good,90.5980362987206,36.926
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_308,good,81.09672382695776,54.438
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_216,good,85.8334501612225,38.374
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_188,good,81.64979888413131,50.294
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_18,bad,48.957469407947386,41.28
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_40,good,85.10529019003597,38.886
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_208,good,75.38415737284447,42.044
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_158,bad,49.98734369462866,41.722
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_251,good,81.47838638608218,49.86
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_154,good,76.38369278169014,49.53
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_110,good,82.87450303803166,43.934
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_124,good,70.34474847567702,42.620000000000005
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_238,good,82.17965814038065,41.5
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_20,good,68.64999904647482,53.59
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_344,good,66.44990631544141,41.18
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_331,good,72.7954895204892,39.916
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_281,good,76.58241069563402,36.968
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_13,good,86.18335331213841,44.274
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_92,good,74.721698400146,40.174
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_367,bad,58.85884607196083,40.7
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_219,good,78.82914750619032,37.16
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_291,good,84.89130434782608,55.922
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_287,good,81.74635497271319,52.636
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_165,bad,53.8227848101266,37.25
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_152,bad,64.77108553778709,54.37800000000001
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_212,good,81.39214055304213,44.744
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_3,good,70.1061685257358,41.918
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_105,good,82.35049302087334,45.208
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_304,good,85.51473002417693,44.096
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_159,bad,64.37874715732893,42.708
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_254,bad,54.84908461157843,40.094
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_307,good,74.9210477428943,39.732
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_38,good,87.08128367299132,42.816
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_323,bad,60.729399318208536,43.34
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_28,good,83.21034415202767,38.884
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_234,good,79.76452119309262,39.294
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_43,good,79.50286469810489,39.622
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_293,good,67.22151439179098,54.248
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_296,good,65.34099066762383,40.134
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_229,good,75.98349093568778,39.57
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_160,good,80.52503052503053,39.656000000000006
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_274,bad,58.88229417641182,46.254
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_136,good,82.49110320284699,55.496
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_324,good,77.63351045134077,38.708
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_144,bad,55.33065782585936,43.708000000000006
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_258,good,76.50602409638554,40.68
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_306,good,74.81880079068746,40.936
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_301,good,67.85993177427973,39.38
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_113,good,81.47065700257191,41.028
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_292,good,76.4226903983533,39.516
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_332,good,82.42591316333562,52.634
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_339,good,67.00083542188806,39.724
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_328,good,82.079328251022,40.344
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_209,good,83.9413359625339,38.624
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_282,good,83.79105713497103,39.422
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_261,good,69.51710261569416,39.412000000000006
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_354,bad,53.460135050119526,41.782
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_181,good,81.75271947295849,44.438
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_35,good,87.29260935143289,35.758
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_221,good,67.3282870759742,56.008
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_277,good,76.88890691872376,43.65
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_285,good,71.46691064348884,46.636
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_297,bad,48.34445251174705,40.73
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_62,good,70.89154766499422,40.574
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_109,good,84.85960433950223,36.726
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_237,good,81.29747664367413,41.294
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_11,good,82.78853985905018,47.026
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_257,good,78.63334524571363,53.978
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_75,good,73.49990163289397,42.562
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_355,bad,58.17931649994422,39.726
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_353,bad,60.07247921551908,34.278
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_31,good,71.59188997372105,41.578
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_129,good,78.5590424122733,49.274
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_42,bad,61.68955250411056,44.908
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_51,good,79.38439513242662,45.392
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_337,good,77.71152539814324,39.244
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_114,bad,62.07278328680081,42.56
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_9,good,68.28421667727785,40.998000000000005
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_342,good,65.43528966778037,41.33
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_32,good,77.53721244925575,37.182
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_45,good,80.23497133209048,39.1
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_267,good,80.82435945042704,42.004000000000005
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_30,good,65.30268673125815,38.99
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_155,good,85.23594725884801,35.156
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_313,good,71.09944673003262,46.048
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_232,good,78.27285953140945,39.396
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_164,bad,57.9348437579911,41.006
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_230,good,75.58947315044878,36.71
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_185,bad,58.131896330510656,38.22
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_233,good,75.04036598493003,33.314
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_242,bad,59.73154362416108,39.096
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_123,good,83.53259174550371,36.426
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_140,good,69.54424351859228,40.756
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_260,good,75.48905378058504,40.17
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_187,good,82.0534650093649,42.874
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_231,good,83.38160469667318,40.084
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_280,good,87.84552845528455,40.916
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_256,good,71.62084094493108,43.332
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_122,good,73.70989142685936,39.42
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_115,good,77.5517870559193,39.122
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_376,bad,55.39200478012572,44.422
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_273,bad,53.35599976551967,37.064
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_176,good,78.55265617611805,58.594
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_139,good,80.0968634686347,39.636
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_317,good,75.7296427750683,39.578
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_22,good,72.68982601682221,41.652
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_199,good,77.9710144927536,43.966
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_270,bad,62.118481811014746,42.636
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_214,good,68.24428238329118,44.544
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_178,good,81.9823072756815,33.508
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_175,good,70.91590185427984,39.904
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_250,bad,64.73626836459134,41.872
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_311,good,86.50028907303913,39.81
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_63,good,76.7638036809816,49.076
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_334,good,82.25105458264093,41.828
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_10,good,70.21246010982377,38.584
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_4,good,82.9094212302102,38.62
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_224,bad,63.89264378842717,50.378
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_253,good,72.79206340156225,47.212
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_255,good,82.1478382147838,36.94
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_319,bad,54.42964875331205,45.066
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_170,good,78.62354085603114,41.992
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_116,good,81.79333902647309,49.1
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_259,good,79.21581050784678,41.912
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_327,good,84.69442942130881,37.556
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_191,good,74.77778272418348,42.732
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_162,good,89.05560458958519,38.878
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_275,good,82.93961420184513,39.802
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_359,bad,63.87266565722114,42.306
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_264,good,82.31277533039648,33.698
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_369,good,82.40010180707559,40.75
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_14,good,82.15481583612369,50.152
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_329,good,75.49410029498523,39.556
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_326,good,84.28353658536585,40.88
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_163,bad,60.9262360736911,52.074
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_117,good,74.99129425420777,40.716
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_174,good,81.32820019249279,52.354
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-1_249,good,71.7294082956556,39.01
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_151,good,79.74931246033425,44.976
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_322,good,79.24665635519972,41.966
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_180,good,85.34691897137311,40.714
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_302,good,89.06390639063906,40.398
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_226,good,83.66853475549128,42.846
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_368,good,84.25436488867531,38.234
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_310,good,88.00459468329504,39.684000000000005
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_206,good,88.23411905713144,42.748000000000005
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_34,good,88.1764705882353,39.456
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_263,good,84.54646617399494,39.732
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_87,good,84.66650842629954,40.426
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_5,good,86.94125623516878,49.134
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_284,good,75.8842105263158,42.608
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_383,good,85.81540974680098,39.762
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_345,good,81.34412955465588,52.584
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_2,bad,59.454855195911406,35.952
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_269,good,84.30362523082904,40.026
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_303,good,86.76136363636363,40.936
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_350,good,70.34084458375496,47.466
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_362,good,87.83155856727977,54.2
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_33,good,82.5702997908436,38.884
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_134,good,77.45218299940937,40.734
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_351,good,80.2946380490807,39.712
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_78,good,86.30136986301368,37.702000000000005
