index,pseudotime,pseudotime2
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_168,32.435852,17.132483
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_364,34.386803,19.84738
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_112,26.803497,2.553237
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_357,30.643854,14.397613
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_308,32.582138,17.093468
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_146,13.0475445,16.363104
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_192,32.34389,17.069721
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_104,31.68222,15.833208
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_217,29.609707,13.1459055
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_193,45.521893,36.270885
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_172,13.717718,14.853029
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_286,31.06893,15.654991
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_365,31.062777,15.389233
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_245,29.687199,13.086025
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_373,31.90936,16.476973
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_84,32.4561,16.915474
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_189,31.332857,15.210374
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_215,22.446192,10.141557
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_161,22.738678,10.050041
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_380,31.461763,15.042034
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_282,34.827454,20.272655
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_202,32.18021,16.172821
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_96,31.162437,15.13581
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_61,11.481185,17.397871
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_144,31.476963,15.952818
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_208,30.46643,14.497122
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_152,31.551405,15.396996
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_285,31.725058,15.886183
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_43,30.56505,14.090168
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_157,33.586414,18.700788
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_277,31.455765,15.28416
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_274,33.187534,17.724953
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_297,45.884167,36.624096
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_75,54.171253,48.06463
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_234,31.104198,15.042336
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_339,80.60451,78.25162
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_158,33.420963,18.205116
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_306,31.93583,16.2807
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_95,11.67631,17.566126
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_354,29.711823,13.103108
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_209,59.623314,54.47375
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_105,32.25898,16.745197
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_165,62.129623,57.538773
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_212,32.406292,17.274294
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_42,29.751873,13.131502
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_129,10.914222,17.983412
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_272,30.174494,13.867733
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_219,30.679523,14.432107
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_257,39.337917,27.543678
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_337,31.818317,15.8082905
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_159,31.1973,15.245027
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_110,33.052273,18.149197
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_67,32.845905,17.148178
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_237,36.588116,23.076546
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_11,31.399975,15.182036
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_160,31.071686,15.239449
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_355,10.296514,18.883667
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_27,34.852463,20.23456
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_344,33.406033,18.60136
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_292,11.834211,17.216185
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_154,26.288397,5.751703
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_304,31.737804,16.471094
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_109,33.761528,19.028585
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_51,33.76952,19.414547
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_251,30.558231,14.691928
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_353,39.464382,27.481026
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_99,31.61368,15.620929
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_238,31.004787,15.231312
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_221,43.51434,33.82976
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_254,33.716152,19.138014
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_35,13.388237,16.114258
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_367,33.28757,18.613766
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_13,42.542637,32.315582
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_201,33.13425,18.207186
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_89,32.377728,16.732014
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_289,33.206482,18.265146
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_98,31.132996,15.162704
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_102,26.664955,6.9744773
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_62,73.66436,70.62221
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_229,32.57895,17.442165
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_291,31.39347,15.549965
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_59,30.79294,14.720432
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_31,12.651152,16.68226
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_281,36.71784,23.185808
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_293,34.06483,19.840223
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_301,21.071152,10.537415
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_332,36.384075,22.780565
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_323,35.195854,21.137789
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_38,31.87541,16.080606
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_181,70.084785,66.6794
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_324,31.745348,16.462988
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_20,35.206123,20.848686
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_307,30.804447,15.067978
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_220,11.401924,17.813463
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_116,13.002297,15.952539
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_185,31.19218,14.964752
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_319,33.78595,18.561531
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_79,31.033665,14.899776
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_14,32.138477,16.749414
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_214,32.403015,17.050789
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_250,30.994495,15.0306835
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_45,57.042717,51.158707
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_175,30.880886,14.438415
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_80,8.596756,20.456429
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_4,33.696487,18.861486
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_366,32.927425,17.890356
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_317,46.644226,37.330147
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_232,31.930557,16.484325
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_107,29.294617,12.920687
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_178,33.35713,18.942392
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_30,31.256691,15.26813
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_255,53.964203,47.785763
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_267,33.671745,18.592669
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_236,32.27368,17.135242
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_253,32.047497,16.589052
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_81,33.618927,18.348877
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_100,31.867731,15.812307
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_369,77.22038,74.51342
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_176,43.787113,34.16222
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_53,31.280348,15.570347
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_256,32.462795,16.882803
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_264,31.335052,15.5287485
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_244,31.458855,15.493399
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_85,34.823845,20.633831
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_7,26.950964,10.556472
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_187,33.499737,18.677538
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_290,29.625898,13.495037
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_199,32.04612,16.791557
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_140,30.584475,14.493348
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_273,12.545536,16.876549
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_63,10.493107,18.57102
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_155,30.976871,14.477929
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_32,34.95898,20.806948
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_115,33.296535,18.430199
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_376,40.19754,28.855
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_117,30.615181,14.299716
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_22,32.434822,17.421057
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_55,32.396793,17.122147
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_326,30.57631,14.479887
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_342,31.884935,16.06656
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_242,73.76176,70.63274
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_10,30.0674,13.664468
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_247,33.327335,18.310658
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_249,77.80675,75.08415
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_191,76.171234,73.332146
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_88,31.914026,16.49562
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_162,33.64834,18.941998
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_231,31.030468,15.444316
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_311,16.976748,13.102095
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_233,33.27654,18.314226
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_52,11.069174,18.14863
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_280,30.232254,13.799906
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_334,33.971462,19.499735
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_164,31.209866,15.289768
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_170,32.743687,17.609423
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_222,33.661682,18.546312
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_114,31.319159,16.06476
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_275,32.08185,16.414522
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_359,11.52706,17.713238
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_329,29.243994,12.6608715
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_259,31.847036,15.790537
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_9,33.63967,18.832476
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_230,33.95225,19.522442
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_163,31.714445,15.684314
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_294,39.4197,27.041466
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_270,43.529743,33.82415
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_224,33.540115,19.144526
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-4_260,23.036993,10.067788
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_360,32.16818,16.35545
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_235,33.98404,19.15475
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_318,33.677742,18.910719
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_64,33.078842,18.179726
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_197,31.765312,15.80676
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_228,32.32306,16.444532
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_156,32.602432,17.30809
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_263,58.859093,53.572548
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_298,33.462593,18.757265
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_312,33.321934,18.30418
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_33,28.246277,12.141212
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_66,33.692,19.2461
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_119,11.637351,17.691841
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_382,35.949577,22.12908
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_341,31.60644,15.919874
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_370,42.639523,32.55724
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_180,31.62173,15.994803
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_147,33.305122,18.019928
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_335,32.085663,16.137571
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_186,31.505302,15.218782
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_207,32.1345,16.4847
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_87,32.044,16.161922
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_148,35.03465,20.781725
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_299,31.30062,15.726503
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_23,16.540659,13.4845
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_44,9.866231,19.27556
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_47,32.79438,17.604706
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_322,33.11125,17.649023
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_350,31.932602,16.363398
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_375,32.451206,16.996843
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_266,29.238546,12.55666
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_368,31.58971,15.848587
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_372,32.939106,17.627077
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_288,39.950733,28.79849
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_41,32.393417,16.683939
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_279,34.772762,20.621655
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_2,70.17709,66.73104
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_149,32.794727,17.655436
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_300,33.441746,18.420918
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_24,32.998146,17.794176
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_34,44.47608,34.860325
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_94,34.942486,20.495056
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_196,33.118546,18.154385
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_269,31.255642,14.415998
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_200,31.24767,15.325059
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_310,30.390802,13.944284
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_345,33.0312,18.05113
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_153,34.975735,20.723257
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_320,31.447369,15.365688
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_150,45.974045,36.767944
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_29,32.793106,17.888384
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_46,31.353401,14.56839
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_205,38.805363,27.552795
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_284,31.47105,15.566689
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_349,32.167164,16.132147
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_5,34.141014,19.557968
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_268,28.786549,11.567894
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_271,31.263313,15.376041
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_91,33.8831,19.420988
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_262,60.00331,55.84581
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_333,32.988804,17.969383
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_173,30.584175,14.299208
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_374,32.172256,16.669281
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_241,44.7784,35.331272
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_226,30.463291,13.893679
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_303,32.36342,17.052652
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_348,31.859455,16.516249
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_184,34.092693,20.367193
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_37,33.87153,19.139479
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_362,44.93377,34.859592
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_240,30.305008,14.189288
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_141,35.57549,21.242567
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_125,32.467247,16.74014
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_265,31.438213,15.470636
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_128,33.777073,19.11661
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_361,33.6564,19.04206
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_204,30.782513,14.181653
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_347,31.362333,15.409948
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_120,30.879557,14.8396015
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_225,32.4779,16.78749
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_132,45.697803,36.444775
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_379,12.46192,16.779257
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_305,38.86433,26.257149
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_177,12.109064,17.017988
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_15,37.05266,23.205648
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_210,70.99281,67.69249
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_168,34.18724,19.517237
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_217,32.302982,16.755823
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_315,34.522,20.020882
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_190,30.969372,14.971997
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_203,33.314526,18.356337
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_69,34.70755,20.34036
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_179,8.016846,20.853342
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_215,45.12293,35.366093
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_48,32.213844,17.017927
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_227,32.872967,17.444956
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_373,33.148716,18.133266
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_90,32.35419,16.97733
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_65,43.278095,33.336327
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_193,34.868664,20.710443
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_194,32.767433,17.889603
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_118,32.671402,17.209034
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_171,31.224241,14.756812
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_133,32.178265,16.34502
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_309,33.33748,18.279276
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_316,33.862617,19.365078
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_343,24.950886,9.968643
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_295,35.85702,21.908268
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_321,32.112045,16.674902
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_246,30.37844,14.026994
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_248,35.53086,21.432558
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_384,29.98725,13.742778
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_378,34.57284,19.8468
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_16,33.536423,18.529684
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_189,33.14026,17.972235
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_371,31.257465,15.147042
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_352,26.985132,9.056341
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_283,36.754402,23.15366
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_167,32.44493,16.95181
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_143,32.883125,17.6934
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_245,35.32266,21.167355
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_131,30.9882,14.833496
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_243,32.732594,17.39882
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_138,32.495056,17.344942
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_39,33.0318,18.116674
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_146,33.364098,18.663948
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_70,30.295155,13.707129
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_84,63.16594,59.49626
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_130,35.062477,20.861801
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_182,31.238907,15.619577
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_336,20.580599,10.885711
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_356,33.000572,17.897964
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_142,30.89313,14.55924
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_172,34.798817,20.440739
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_50,35.68647,21.578266
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_112,34.49855,20.12563
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_106,30.7488,13.536735
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_286,33.08502,17.472498
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_358,33.020027,18.079609
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_195,49.98163,42.910534
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_223,30.610424,14.46782
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_36,33.51532,18.659328
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_357,43.62773,33.5685
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_183,33.128056,18.184917
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_192,81.77299,79.51623
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_93,44.451523,34.76605
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_340,34.49111,20.061983
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_325,35.34921,21.089792
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_278,35.65169,21.600863
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_82,33.44736,18.420437
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_239,35.908863,22.043531
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_381,67.33849,63.560516
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_364,31.173111,15.444549
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_365,32.86932,17.247177
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_218,8.15009,20.807707
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_126,31.008139,14.459722
PZ-MB-TChIC-Gastd6-rep2-H3K27me3-5_251,27.216164,10.637097
