index,pseudotime,pseudotime2
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_236,27.06374,10.707903
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_164,29.205278,12.72748
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_55,12.563313,16.856258
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_52,30.064646,14.077398
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_334,27.018559,11.133189
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_88,29.354662,13.012216
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_232,26.78922,3.035651
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_162,28.96376,12.726733
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_79,20.606148,11.097606
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_273,31.288525,15.39661
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_242,23.121826,10.25534
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_100,27.163113,8.1478195
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_175,28.757608,12.62801
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_224,29.367075,12.990397
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_191,37.816,25.88934
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_114,30.531164,14.166594
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_247,57.32121,51.72275
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_187,29.532227,12.855814
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_140,30.108639,13.959758
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_249,29.054174,12.670904
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_259,27.014261,5.36377
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_294,12.6820345,16.762066
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_280,29.142496,12.594494
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_7,29.049381,12.416282
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_329,29.041103,12.812483
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_122,30.56359,14.360456
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_366,28.730965,12.470519
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-3_163,28.531143,12.320732
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_153,14.386532,15.348235
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_288,16.016176,14.12046
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_197,29.794073,13.498124
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_151,30.133741,14.156994
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_333,30.49575,14.286203
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_263,27.929592,11.501571
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_374,28.69373,12.094299
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_207,29.246155,12.884684
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_149,26.73487,6.6916676
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_240,28.954674,12.663667
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_225,28.85747,4.0574284
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_58,29.27893,12.848517
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_320,30.220722,13.935852
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_83,30.635622,14.598261
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_46,29.065496,12.59701
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_235,23.968796,10.362129
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_184,28.524872,12.032786
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_76,29.493618,13.165381
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_119,28.19055,2.2611766
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_262,28.082317,11.785722
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_173,28.509075,11.709801
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_341,28.933657,12.790886
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_180,29.467949,13.116641
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_350,30.539804,14.576946
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_150,28.184635,11.649911
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_204,13.813725,15.7720175
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_360,19.040417,12.018464
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_44,10.719449,18.639725
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_362,28.734764,12.36979
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_375,29.166922,12.3631115
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_47,28.928164,12.433438
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_322,30.615631,14.30881
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_87,29.403778,13.054297
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_74,29.071146,12.452315
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_37,31.542408,15.727779
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_147,28.904879,12.360018
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_206,32.044178,17.055347
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_361,28.328037,9.242917
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_345,28.83393,12.335085
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_349,27.113974,3.0038612
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_383,31.01343,15.208825
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_134,28.74242,12.490644
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_91,12.471048,16.986439
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_370,29.141499,12.713136
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_303,35.946514,23.255571
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_156,29.002445,12.676935
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_64,12.100539,17.36584
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_348,29.501915,13.104955
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_368,30.18828,14.112876
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_298,30.037048,14.092178
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_120,11.346964,18.116413
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_372,29.587355,13.273302
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_241,28.338358,12.279636
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_265,30.117178,13.903862
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_128,29.254059,12.770618
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_226,29.45187,12.854052
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_66,29.68517,13.096842
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_196,27.464754,0.4096252
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_271,29.877996,13.829157
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_56,30.45527,7.337258
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_166,26.46016,3.260464
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_299,28.583899,12.313488
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_266,28.697184,12.44535
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_29,28.85045,12.622555
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_279,29.21683,12.929377
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_2,35.05516,21.969187
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_41,13.720867,15.959748
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_318,13.787326,15.858893
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_302,27.501137,9.991044
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_34,57.767548,52.256245
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_141,28.794474,12.455285
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_228,28.324055,11.723029
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_347,29.941862,13.394901
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_335,12.683768,16.758724
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_94,33.386906,19.159117
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_6,54.686577,48.69865
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_284,29.881182,13.811393
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_200,14.002745,15.637094
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_135,29.167488,12.595396
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_346,27.123573,2.5259964
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_148,30.381199,7.139364
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_71,36.626537,23.85319
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_312,28.49759,12.060365
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_351,13.458424,16.181463
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_310,27.607029,11.587635
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_300,28.669035,12.379768
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_205,16.409245,13.655508
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_125,28.650389,12.060599
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_12,14.527935,15.06523
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_108,26.492447,8.980382
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_371,28.110195,11.382042
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_130,28.638416,12.303866
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_286,28.984428,12.515487
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_132,28.852304,12.709408
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_223,27.076683,3.176207
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_343,28.29725,12.174375
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_50,27.944862,11.279232
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_252,29.299086,12.965857
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_365,29.200762,12.776666
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_314,29.389168,12.947486
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_131,27.061138,2.3627713
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_177,30.546137,14.619295
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_77,29.58072,13.28772
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_54,22.155432,10.832145
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_57,27.517233,0.6179213
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_168,30.862934,14.838602
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_72,29.051447,12.704372
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_357,29.230186,13.104069
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_15,30.448431,14.2682
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_321,30.760866,14.712797
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_84,28.60654,12.412478
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_193,54.975826,49.177856
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_340,37.396767,25.231298
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_217,26.688395,5.4924784
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_60,16.37849,13.751438
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_283,29.069715,12.533535
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_90,16.617691,13.726184
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_278,28.371603,11.999147
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_227,28.539871,12.26733
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_358,29.032406,12.652265
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_379,13.273324,16.300892
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_48,14.997189,14.80191
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_16,30.323347,14.117296
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_69,30.03844,13.984452
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_195,27.807287,11.447967
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_189,27.17686,11.389945
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_381,29.183304,12.851202
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_190,29.46738,12.974652
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_103,28.783607,12.363358
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_167,29.19277,12.76813
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_373,29.743471,13.463944
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_104,28.907272,12.586556
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_203,28.557062,11.888363
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_309,29.246267,12.812418
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_146,29.420042,12.899836
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_316,26.917442,5.2591825
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_171,30.162521,14.090617
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_143,27.36401,0.61368316
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_218,28.759026,12.378169
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_384,27.53675,10.737898
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_248,30.47459,14.483444
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_112,29.340548,12.955852
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_245,28.33057,12.070899
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_243,29.070368,12.7103615
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_356,29.626453,5.610625
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_305,29.15169,12.839643
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_19,29.211035,12.601976
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_308,28.823523,12.489573
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_182,27.295578,0.9485826
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_363,31.390932,15.655258
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_26,29.241976,12.552532
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_106,29.339928,13.063428
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_82,29.012512,12.678547
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_93,12.813761,16.702421
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_364,30.172348,14.028387
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_352,29.680773,13.362138
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_179,30.033577,13.929546
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_325,29.870445,13.447459
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_246,29.011683,12.3588295
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_295,28.292784,12.05287
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_39,30.264297,14.0557375
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_183,14.550665,15.333138
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_118,27.71669,11.298428
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_133,27.476204,0.34923038
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_36,29.431831,12.804482
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_192,31.439547,15.452935
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_111,28.678318,12.419934
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_330,29.9384,14.233727
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_215,28.465748,12.228184
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_65,29.3691,12.901258
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_210,28.793133,12.261763
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_239,30.593103,14.735908
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_172,29.449364,13.106306
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_336,27.47761,0.71063983
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_70,28.968758,12.612822
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_324,30.790836,14.933652
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_92,36.577255,24.063276
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_292,29.096046,12.899427
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_105,14.785669,15.077907
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_160,30.564022,14.265041
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_238,28.667366,11.938368
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_35,31.422789,15.664968
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_154,57.776035,52.338017
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_209,27.601582,11.278842
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_129,28.926987,12.647748
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_289,28.60786,12.294659
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_43,34.088707,20.563704
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_328,28.96297,12.398505
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_158,28.275505,11.518654
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_38,29.196867,12.964624
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_216,28.536987,12.283402
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_234,27.641079,0.82469666
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_301,28.571531,12.148027
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_337,29.705805,13.252425
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_137,16.653936,13.658242
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_208,30.315287,14.231083
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_20,28.575775,12.294819
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_344,28.711367,12.26924
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_59,29.520035,13.0213175
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_28,13.461706,16.13555
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_161,28.801632,12.612547
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_96,29.263222,12.901833
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_367,12.594618,16.84291
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_281,14.699976,14.924129
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_307,29.622725,13.615783
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_61,28.753695,11.942713
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_109,28.605192,12.483111
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_136,28.82135,12.441592
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_102,29.350197,12.8119335
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_212,30.716143,14.675425
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_261,34.7575,21.760174
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_339,26.88862,10.478728
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_157,28.645695,12.526378
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_42,29.075819,12.558016
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_353,30.184364,14.231656
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_323,26.791563,9.17211
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_188,28.36287,11.643741
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_331,30.856615,14.989657
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_62,29.327497,12.931117
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_306,27.779589,11.150174
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_11,13.084224,16.409935
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_127,30.175982,14.207719
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_13,29.253296,12.829227
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_202,17.091335,13.1623745
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_277,28.256496,11.860381
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_354,27.133062,1.5846938
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_254,14.054361,15.558596
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_291,26.856405,10.337417
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_221,29.283077,12.8172245
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_287,30.743498,14.979175
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_18,37.552174,25.551853
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_274,27.037964,10.225005
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_219,29.386494,12.715082
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_304,31.259266,15.297789
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_297,28.76814,12.440428
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_89,29.562971,13.002149
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_98,27.731773,10.886435
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_251,28.592062,12.368942
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_211,30.916473,15.230749
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_152,28.16999,11.180785
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_296,28.078857,11.816898
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_272,16.237726,13.9046
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_229,29.84296,13.542652
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_213,28.16241,2.5849361
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_237,31.587605,15.876399
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_201,29.695957,12.983375
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_355,28.258947,11.625198
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_380,29.38946,13.070932
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_144,28.728882,12.463316
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_293,28.942165,12.691419
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_51,29.63854,13.476656
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_181,28.640995,12.300333
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_257,28.38326,11.82288
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_332,57.145947,51.206093
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_285,30.499134,7.5268216
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_27,30.398977,14.426516
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_75,29.941982,14.043622
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_31,31.488207,15.544126
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_86,29.432413,13.092026
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_126,15.047726,14.78285
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_21,29.023209,12.5736685
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_113,11.4761915,17.84932
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_165,31.02036,15.140947
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_282,29.86305,6.145214
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_159,29.487642,13.052392
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_95,27.920156,0.7987428
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_99,29.05569,12.534876
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_110,30.625748,14.575651
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_264,29.521128,13.131807
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_224,29.752613,13.833368
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_163,30.666271,14.433369
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_327,28.56943,12.324285
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_326,12.948191,16.55367
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_280,30.54755,14.765554
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_123,28.888569,12.492119
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_222,28.947084,12.667908
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_198,28.889322,12.547946
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_250,23.566841,10.50926
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_275,11.6182785,17.839664
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_342,29.019659,12.707606
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_369,30.079943,13.697823
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_270,16.284718,13.731747
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_366,14.502769,15.230261
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_290,28.57531,12.1861105
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_114,31.293207,15.585507
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_8,29.391596,12.715671
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_116,28.617037,12.214596
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_187,29.437172,13.033546
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_162,27.127737,2.046674
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_178,28.523312,12.333426
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_107,28.647686,12.209211
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_249,29.379692,13.074478
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_55,28.314775,12.011966
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_253,28.877268,12.425986
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_267,34.529575,21.438402
PZ-MB-TChIC-Gastd4-rep3-H3K4me3-4_14,13.41096,16.210323
